.HEADER
..NAMES
Time,V U2.L3
.DATA
1.94745e-08,1.1980
1.94977e-08,1.2000
1.95210e-08,1.2023
1.95443e-08,1.2039
1.95675e-08,1.2045
1.95908e-08,1.2041
1.96141e-08,1.2031
1.96373e-08,1.2019
1.96606e-08,1.2005
1.96839e-08,1.1993
1.97071e-08,1.1986
1.97304e-08,1.1987
1.97537e-08,1.1996
1.97769e-08,1.2010
1.98002e-08,1.2023
1.98235e-08,1.2030
1.98468e-08,1.2029
1.98700e-08,1.2024
1.98933e-08,1.2017
1.99166e-08,1.2008
1.99398e-08,1.2000
1.99631e-08,1.1992
1.99864e-08,1.1986
2.00096e-08,1.1986
2.00329e-08,1.1993
2.00562e-08,1.2003
2.00794e-08,1.2014
2.01027e-08,1.2021
2.01260e-08,1.2023
2.01492e-08,1.2022
2.01725e-08,1.2017
2.01958e-08,1.2011
2.02190e-08,1.2004
2.02423e-08,1.1997
2.02656e-08,1.1994
2.02888e-08,1.1996
2.03121e-08,1.2003
2.03354e-08,1.2010
2.03586e-08,1.2017
2.03819e-08,1.2020
2.04052e-08,1.2020
2.04284e-08,1.2018
2.04517e-08,1.2015
2.04750e-08,1.2011
2.04982e-08,1.2006
2.05215e-08,1.2001
2.05448e-08,1.1998
2.05680e-08,1.1999
2.05913e-08,1.2002
2.06146e-08,1.2007
2.06378e-08,1.2012
2.06611e-08,1.2015
2.06844e-08,1.2016
2.07076e-08,1.2016
2.07309e-08,1.2013
2.07542e-08,1.2009
2.07774e-08,1.2005
2.08007e-08,1.2001
2.08240e-08,1.2000
2.08472e-08,1.2002
2.08705e-08,1.2005
2.08938e-08,1.2009
2.09170e-08,1.2012
2.09403e-08,1.2014
2.09636e-08,1.2014
2.09868e-08,1.2014
2.10101e-08,1.2012
2.10334e-08,1.2010
2.10566e-08,1.2007
2.10799e-08,1.2005
2.11032e-08,1.2004
2.11264e-08,1.2004
2.11497e-08,1.2006
2.11730e-08,1.2009
2.11962e-08,1.2011
2.12195e-08,1.2012
2.12428e-08,1.2013
2.12660e-08,1.2013
2.12893e-08,1.2011
2.13126e-08,1.2009
2.13358e-08,1.2007
2.13591e-08,1.2005
2.13824e-08,1.2004
2.14056e-08,1.2005
2.14289e-08,1.2007
2.14522e-08,1.2009
2.14754e-08,1.2010
2.14987e-08,1.2011
2.15220e-08,1.2012
2.15452e-08,1.2010
2.15685e-08,1.1958
2.15918e-08,1.1692
2.16150e-08,1.1007
2.16383e-08,0.9708
2.16616e-08,0.8129
2.16848e-08,0.6704
2.17081e-08,0.5298
2.17314e-08,0.3738
2.17546e-08,0.2208
2.17779e-08,0.0937
2.18012e-08,0.0023
2.18244e-08,-0.0552
2.18477e-08,-0.0866
2.18710e-08,-0.1056
2.18942e-08,-0.1232
2.19175e-08,-0.1445
2.19408e-08,-0.1662
2.19640e-08,-0.1782
2.19873e-08,-0.1758
2.20106e-08,-0.1634
2.20338e-08,-0.1471
2.20571e-08,-0.1210
2.20804e-08,-0.0715
2.21037e-08,-0.0033
2.21269e-08,0.0608
2.21502e-08,0.1064
2.21735e-08,0.1354
2.21967e-08,0.1526
2.22200e-08,0.1597
2.22433e-08,0.1574
2.22665e-08,0.1460
2.22898e-08,0.1265
2.23131e-08,0.1027
2.23363e-08,0.0805
2.23596e-08,0.0672
2.23829e-08,0.0646
2.24061e-08,0.0657
2.24294e-08,0.0599
2.24527e-08,0.0435
2.24759e-08,0.0222
2.24992e-08,0.0018
2.25225e-08,-0.0187
2.25457e-08,-0.0420
2.25690e-08,-0.0644
2.25923e-08,-0.0786
2.26155e-08,-0.0808
2.26388e-08,-0.0718
2.26621e-08,-0.0557
2.26853e-08,-0.0381
2.27086e-08,-0.0235
2.27319e-08,-0.0133
2.27551e-08,-0.0059
2.27784e-08,0.0011
2.28017e-08,0.0069
2.28249e-08,0.0094
2.28482e-08,0.0163
2.28715e-08,0.0539
2.28947e-08,0.1575
2.29180e-08,0.3090
2.29413e-08,0.4580
2.29645e-08,0.5971
2.29878e-08,0.7467
2.30111e-08,0.8981
2.30343e-08,1.0276
2.30576e-08,1.1228
2.30809e-08,1.1824
2.31041e-08,1.2107
2.31274e-08,1.2207
2.31507e-08,1.2280
2.31739e-08,1.2440
2.31972e-08,1.2690
2.32205e-08,1.2915
2.32437e-08,1.2993
2.32670e-08,1.2935
2.32903e-08,1.2834
2.33135e-08,1.2685
2.33368e-08,1.2337
2.33601e-08,1.1751
2.33833e-08,1.1115
2.34066e-08,1.0622
2.34299e-08,1.0322
2.34531e-08,1.0192
2.34764e-08,1.0205
2.34997e-08,1.0328
2.35229e-08,1.0525
2.35462e-08,1.0779
2.35695e-08,1.1067
2.35927e-08,1.1345
2.36160e-08,1.1536
2.36393e-08,1.1587
2.36625e-08,1.1542
2.36858e-08,1.1526
2.37091e-08,1.1629
2.37323e-08,1.1824
2.37556e-08,1.2032
2.37789e-08,1.2233
2.38021e-08,1.2446
2.38254e-08,1.2656
2.38487e-08,1.2803
2.38719e-08,1.2839
2.38952e-08,1.2751
2.39185e-08,1.2565
2.39417e-08,1.2335
2.39650e-08,1.2127
2.39883e-08,1.1986
2.40115e-08,1.1910
2.40348e-08,1.1865
2.40581e-08,1.1819
2.40813e-08,1.1672
2.41046e-08,1.1261
2.41279e-08,1.0281
2.41511e-08,0.8775
2.41744e-08,0.7215
2.41977e-08,0.5739
2.42209e-08,0.4132
2.42442e-08,0.2492
2.42675e-08,0.1084
2.42907e-08,0.0049
2.43140e-08,-0.0596
2.43373e-08,-0.0905
2.43605e-08,-0.1008
2.43838e-08,-0.1052
2.44071e-08,-0.1142
2.44303e-08,-0.1319
2.44536e-08,-0.1513
2.44769e-08,-0.1616
