.HEADER
..NAMES
Time,V U2.H8
.DATA
6.8672e-09,0.4233
6.8769e-09,0.4113
6.8865e-09,0.4020
6.8962e-09,0.3980
6.9058e-09,0.4006
6.9155e-09,0.4090
6.9251e-09,0.4218
6.9348e-09,0.4383
6.9444e-09,0.4594
6.9540e-09,0.4862
6.9637e-09,0.5193
6.9733e-09,0.5585
6.9830e-09,0.6027
6.9926e-09,0.6500
7.0023e-09,0.6984
7.0119e-09,0.7457
7.0216e-09,0.7898
7.0312e-09,0.8295
7.0409e-09,0.8643
7.0505e-09,0.8945
7.0601e-09,0.9211
7.0698e-09,0.9449
7.0794e-09,0.9662
7.0891e-09,0.9849
7.0987e-09,1.0012
7.1084e-09,1.0149
7.1180e-09,1.0265
7.1277e-09,1.0366
7.1373e-09,1.0460
7.1469e-09,1.0551
7.1566e-09,1.0637
7.1662e-09,1.0716
7.1759e-09,1.0785
7.1855e-09,1.0846
7.1952e-09,1.0907
7.2048e-09,1.0974
7.2145e-09,1.1055
7.2241e-09,1.1153
7.2338e-09,1.1265
7.2434e-09,1.1382
7.2530e-09,1.1499
7.2627e-09,1.1613
7.2723e-09,1.1721
7.2820e-09,1.1822
7.2916e-09,1.1914
7.3013e-09,1.1995
7.3109e-09,1.2064
7.3206e-09,1.2117
7.3302e-09,1.2149
7.3398e-09,1.2152
7.3495e-09,1.2122
7.3591e-09,1.2059
7.3688e-09,1.1968
7.3784e-09,1.1862
7.3881e-09,1.1753
7.3977e-09,1.1653
7.4074e-09,1.1568
7.4170e-09,1.1499
7.4266e-09,1.1449
7.4363e-09,1.1419
7.4459e-09,1.1408
7.4556e-09,1.1412
7.4652e-09,1.1425
7.4749e-09,1.1441
7.4845e-09,1.1456
7.4942e-09,1.1468
7.5038e-09,1.1476
7.5135e-09,1.1479
7.5231e-09,1.1477
7.5327e-09,1.1470
7.5424e-09,1.1460
7.5520e-09,1.1448
7.5617e-09,1.1436
7.5713e-09,1.1428
7.5810e-09,1.1424
7.5906e-09,1.1424
7.6003e-09,1.1428
7.6099e-09,1.1438
7.6196e-09,1.1454
7.6292e-09,1.1479
7.6388e-09,1.1512
7.6485e-09,1.1551
7.6581e-09,1.1592
7.6678e-09,1.1493
7.6774e-09,1.1170
7.6871e-09,1.0606
7.6967e-09,0.9736
7.7064e-09,0.8656
7.7160e-09,0.7629
7.7256e-09,0.6771
7.7353e-09,0.6155
7.7449e-09,0.5811
7.7546e-09,0.5631
7.7642e-09,0.5481
7.7739e-09,0.5252
7.7835e-09,0.4815
7.7932e-09,0.4227
7.8028e-09,0.3676
7.8125e-09,0.3259
7.8221e-09,0.3041
7.8317e-09,0.3054
7.8414e-09,0.3229
7.8510e-09,0.3480
7.8607e-09,0.3733
7.8703e-09,0.3875
7.8800e-09,0.3832
7.8896e-09,0.3695
7.8993e-09,0.3564
7.9089e-09,0.3535
7.9185e-09,0.3672
7.9282e-09,0.3906
7.9378e-09,0.4162
7.9475e-09,0.4399
7.9571e-09,0.4552
7.9668e-09,0.4608
7.9764e-09,0.4638
7.9861e-09,0.4694
7.9957e-09,0.4802
8.0054e-09,0.4986
8.0150e-09,0.5204
8.0246e-09,0.5377
8.0343e-09,0.5451
8.0439e-09,0.5396
8.0536e-09,0.5239
8.0632e-09,0.5049
8.0729e-09,0.4901
8.0825e-09,0.4858
8.0922e-09,0.4944
8.1018e-09,0.5115
8.1114e-09,0.5300
8.1211e-09,0.5449
8.1307e-09,0.5528
8.1404e-09,0.5532
8.1500e-09,0.5487
8.1597e-09,0.5425
8.1693e-09,0.5363
8.1790e-09,0.5289
8.1886e-09,0.5165
8.1983e-09,0.4948
8.2079e-09,0.4617
8.2175e-09,0.4165
8.2272e-09,0.3612
8.2368e-09,0.3005
8.2465e-09,0.2385
8.2561e-09,0.1784
8.2658e-09,0.1230
8.2754e-09,0.0734
8.2851e-09,0.0293
8.2947e-09,-0.0101
8.3043e-09,-0.0442
8.3140e-09,-0.0714
8.3236e-09,-0.0895
8.3333e-09,-0.0979
8.3429e-09,-0.0972
8.3526e-09,-0.0901
8.3622e-09,-0.0810
8.3719e-09,-0.0736
8.3815e-09,-0.0689
8.3911e-09,-0.0657
8.4008e-09,-0.0624
8.4104e-09,-0.0573
8.4201e-09,-0.0497
8.4297e-09,-0.0398
8.4394e-09,-0.0290
8.4490e-09,-0.0192
8.4587e-09,-0.0125
8.4683e-09,-0.0100
8.4780e-09,-0.0120
8.4876e-09,-0.0176
8.4972e-09,-0.0249
8.5069e-09,-0.0324
8.5165e-09,-0.0395
8.5262e-09,-0.0465
8.5358e-09,-0.0543
8.5455e-09,-0.0642
8.5551e-09,-0.0766
8.5648e-09,-0.0907
8.5744e-09,-0.1047
8.5840e-09,-0.1168
8.5937e-09,-0.1255
8.6033e-09,-0.1300
8.6130e-09,-0.1301
8.6226e-09,-0.1264
8.6323e-09,-0.1197
8.6419e-09,-0.1109
8.6516e-09,-0.1004
8.6612e-09,-0.0891
8.6709e-09,-0.0779
8.6805e-09,-0.0675
8.6901e-09,-0.0593
8.6998e-09,-0.0539
8.7094e-09,-0.0519
8.7191e-09,-0.0533
8.7287e-09,-0.0574
8.7384e-09,-0.0631
8.7480e-09,-0.0690
8.7577e-09,-0.0735
8.7673e-09,-0.0758
8.7769e-09,-0.0759
8.7866e-09,-0.0743
8.7962e-09,-0.0717
8.8059e-09,-0.0685
8.8155e-09,-0.0647
8.8252e-09,-0.0595
8.8348e-09,-0.0524
8.8445e-09,-0.0434
8.8541e-09,-0.0330
8.8638e-09,-0.0220
8.8734e-09,-0.0114
8.8830e-09,-0.0022
8.8927e-09,0.0049
8.9023e-09,0.0064
8.9120e-09,0.0038
8.9216e-09,0.0105
8.9313e-09,0.0318
8.9409e-09,0.0611
8.9506e-09,0.0950
8.9602e-09,0.1349
8.9698e-09,0.1809
8.9795e-09,0.2354
8.9891e-09,0.2929
8.9988e-09,0.3458
9.0084e-09,0.3960
9.0181e-09,0.4392
9.0277e-09,0.4709
9.0374e-09,0.4947
9.0470e-09,0.5141
9.0567e-09,0.5313
9.0663e-09,0.5492
9.0759e-09,0.5676
9.0856e-09,0.5850
9.0952e-09,0.6015
9.1049e-09,0.6136
9.1145e-09,0.6190
9.1242e-09,0.6215
9.1338e-09,0.6241
9.1435e-09,0.6285
9.1531e-09,0.6366
9.1627e-09,0.6471
9.1724e-09,0.6580
9.1820e-09,0.6681
9.1917e-09,0.6739
9.2013e-09,0.6738
9.2110e-09,0.6703
9.2206e-09,0.6657
9.2303e-09,0.6602
9.2399e-09,0.6543
9.2496e-09,0.6487
9.2592e-09,0.6423
9.2688e-09,0.6334
9.2785e-09,0.6218
9.2881e-09,0.6106
9.2978e-09,0.6032
9.3074e-09,0.5998
9.3171e-09,0.5992
9.3267e-09,0.6010
9.3364e-09,0.6044
9.3460e-09,0.6068
9.3556e-09,0.6058
9.3653e-09,0.6005
9.3749e-09,0.5919
9.3846e-09,0.5815
9.3942e-09,0.5706
9.4039e-09,0.5617
9.4135e-09,0.5568
9.4232e-09,0.5553
9.4328e-09,0.5552
9.4425e-09,0.5564
9.4521e-09,0.5610
9.4617e-09,0.5709
9.4714e-09,0.5872
9.4810e-09,0.6105
9.4907e-09,0.6402
