.HEADER
..NAMES
Time,V U1.H6
.DATA
1.94279e-08,0.5507
1.94512e-08,0.5467
1.94745e-08,0.5385
1.94977e-08,0.5287
1.95210e-08,0.5198
1.95443e-08,0.5103
1.95675e-08,0.5024
1.95908e-08,0.4993
1.96141e-08,0.5001
1.96373e-08,0.5066
1.96606e-08,0.5188
1.96839e-08,0.5323
1.97071e-08,0.5433
1.97304e-08,0.5488
1.97537e-08,0.5425
1.97769e-08,0.5199
1.98002e-08,0.4797
1.98235e-08,0.4225
1.98468e-08,0.3556
1.98700e-08,0.3127
1.98933e-08,0.3520
1.99166e-08,0.4602
1.99398e-08,0.5501
1.99631e-08,0.6051
1.99864e-08,0.6296
2.00096e-08,0.6311
2.00329e-08,0.6243
2.00562e-08,0.6108
2.00794e-08,0.5984
2.01027e-08,0.5934
2.01260e-08,0.5909
2.01492e-08,0.5885
2.01725e-08,0.5866
2.01958e-08,0.5826
2.02190e-08,0.5745
2.02423e-08,0.5651
2.02656e-08,0.5551
2.02888e-08,0.5457
2.03121e-08,0.5422
2.03354e-08,0.5481
2.03586e-08,0.5647
2.03819e-08,0.5958
2.04052e-08,0.6417
2.04284e-08,0.7005
2.04517e-08,0.7706
2.04750e-08,0.8478
2.04982e-08,0.9245
2.05215e-08,0.9957
2.05448e-08,1.0573
2.05680e-08,1.1061
2.05913e-08,1.1419
2.06146e-08,1.1671
2.06378e-08,1.1843
2.06611e-08,1.1967
2.06844e-08,1.2073
2.07076e-08,1.2170
2.07309e-08,1.2259
2.07542e-08,1.2344
2.07774e-08,1.2421
2.08007e-08,1.2485
2.08240e-08,1.2526
2.08472e-08,1.2534
2.08705e-08,1.2501
2.08938e-08,1.2427
2.09170e-08,1.2314
2.09403e-08,1.2164
2.09636e-08,1.1987
2.09868e-08,1.1801
2.10101e-08,1.1623
2.10334e-08,1.1474
2.10566e-08,1.1371
2.10799e-08,1.1305
2.11032e-08,1.0966
2.11264e-08,1.0329
2.11497e-08,0.8760
2.11730e-08,0.7317
2.11962e-08,0.6327
2.12195e-08,0.5730
2.12428e-08,0.5414
2.12660e-08,0.5280
2.12893e-08,0.5209
2.13126e-08,0.5183
2.13358e-08,0.5143
2.13591e-08,0.5077
2.13824e-08,0.5025
2.14056e-08,0.4987
2.14289e-08,0.4958
2.14522e-08,0.4975
2.14754e-08,0.5044
2.14987e-08,0.5152
2.15220e-08,0.5313
2.15452e-08,0.5492
2.15685e-08,0.5638
2.15918e-08,0.5726
2.16150e-08,0.5709
2.16383e-08,0.5531
2.16616e-08,0.5173
2.16848e-08,0.4638
2.17081e-08,0.3956
2.17314e-08,0.3199
2.17546e-08,0.2450
2.17779e-08,0.1768
2.18012e-08,0.1204
2.18244e-08,0.0778
2.18477e-08,0.0471
2.18710e-08,0.0249
2.18942e-08,0.0083
2.19175e-08,-0.0058
2.19408e-08,-0.0184
2.19640e-08,-0.0297
2.19873e-08,-0.0402
2.20106e-08,-0.0506
2.20338e-08,-0.0613
2.20571e-08,-0.0720
2.20804e-08,-0.0819
2.21037e-08,-0.0893
2.21269e-08,-0.0923
2.21502e-08,-0.0896
2.21735e-08,-0.0798
2.21967e-08,-0.0632
2.22200e-08,-0.0415
2.22433e-08,-0.0173
2.22665e-08,0.0063
2.22898e-08,0.0261
2.23131e-08,0.0400
2.23363e-08,0.0470
2.23596e-08,0.0580
2.23829e-08,0.0987
2.24061e-08,0.2220
2.24294e-08,0.3772
2.24527e-08,0.4917
2.24759e-08,0.5695
2.24992e-08,0.6172
2.25225e-08,0.6422
2.25457e-08,0.6524
2.25690e-08,0.6557
2.25923e-08,0.6597
2.26155e-08,0.6677
2.26388e-08,0.6757
2.26621e-08,0.6823
2.26853e-08,0.6874
2.27086e-08,0.6868
2.27319e-08,0.6792
2.27551e-08,0.6665
2.27784e-08,0.6482
2.28017e-08,0.6267
2.28249e-08,0.6075
2.28482e-08,0.5937
2.28715e-08,0.5896
2.28947e-08,0.6002
2.29180e-08,0.6279
2.29413e-08,0.6728
2.29645e-08,0.7210
2.29878e-08,0.7577
2.30111e-08,0.7191
2.30343e-08,0.6226
2.30576e-08,0.5477
2.30809e-08,0.5059
2.31041e-08,0.4899
2.31274e-08,0.4936
2.31507e-08,0.5023
2.31739e-08,0.5135
2.31972e-08,0.5248
2.32205e-08,0.5307
2.32437e-08,0.5347
2.32670e-08,0.5399
2.32903e-08,0.5444
2.33135e-08,0.5499
2.33368e-08,0.5585
2.33601e-08,0.5673
2.33833e-08,0.5765
2.34066e-08,0.5863
2.34299e-08,0.5912
2.34531e-08,0.5879
2.34764e-08,0.5754
2.34997e-08,0.5491
2.35229e-08,0.5068
2.35462e-08,0.4502
2.35695e-08,0.3812
2.35927e-08,0.3057
2.36160e-08,0.2512
2.36393e-08,0.2649
2.36625e-08,0.3760
2.36858e-08,0.4740
2.37091e-08,0.5460
2.37323e-08,0.5810
2.37556e-08,0.5900
2.37789e-08,0.5877
2.38021e-08,0.5769
2.38254e-08,0.5634
2.38487e-08,0.5566
2.38719e-08,0.5541
2.38952e-08,0.5531
2.39185e-08,0.5544
2.39417e-08,0.5565
2.39650e-08,0.5572
2.39883e-08,0.5582
2.40115e-08,0.5599
2.40348e-08,0.5612
2.40581e-08,0.5655
2.40813e-08,0.5757
2.41046e-08,0.5923
2.41279e-08,0.6190
2.41511e-08,0.6568
2.41744e-08,0.7055
2.41977e-08,0.7652
2.42209e-08,0.8116
2.42442e-08,0.8322
2.42675e-08,0.7592
2.42907e-08,0.6589
2.43140e-08,0.5862
2.43373e-08,0.5495
2.43605e-08,0.5349
2.43838e-08,0.5355
2.44071e-08,0.5403
2.44303e-08,0.5475
2.44536e-08,0.5527
2.44769e-08,0.5517
2.45002e-08,0.5492
2.45234e-08,0.5465
2.45467e-08,0.5421
2.45700e-08,0.5392
2.45932e-08,0.5393
2.46165e-08,0.5403
2.46398e-08,0.5445
2.46630e-08,0.5506
